UserID,Age,Income,Occupation,Education,Location,BrandPreference,CurrentPhone,PurchaseIntent,PurchaseTimeframe,FeaturesImportant,OnlineActivity,PreviousPurchases,PromotionResponse,Target
505,48,89758,Teacher,Master,Hyderabad,OnePlus,OnePlus 9,No,,Camera,Medium,1,No,0
506,35,88408,Lawyer,Bachelor,Lucknow,Samsung,Samsung S10,Yes,6 months,Design,Medium,2,No,1
507,31,67792,Lawyer,Master,Bengaluru,OnePlus,OnePlus 7,No,,Camera,Low,3,No,0
508,47,87089,Designer,Bachelor,Lucknow,Apple,iPhone 12,No,,Design;Battery,Low,4,No,0
509,44,52784,Manager,Bachelor,Ahmedabad,Realme,Realme 7,No,,Price,High,1,No,0
510,37,48161,Engineer,PhD,Delhi,Apple,iPhone 11,Yes,,Performance,Medium,4,Yes,1
511,49,102782,Student,PhD,Mumbai,Samsung,Samsung S20,No,,Price;Battery,Low,4,No,0
512,38,117236,Teacher,Master,Ahmedabad,OnePlus,OnePlus 7,Yes,1 month,Design,Medium,3,No,1
513,42,108858,Doctor,Master,Hyderabad,Realme,Realme 8,Yes,1 month,Design,Low,4,No,1
514,40,92147,Student,PhD,Kolkata,Realme,Realme 7,No,,Battery;Camera,Medium,2,No,0
515,59,57197,Lawyer,Master,Ahmedabad,Samsung,Samsung S9,No,,Price,Medium,4,Yes,0
516,44,80830,Sales,PhD,Mumbai,Xiaomi,Xiaomi Mi 10,No,,Battery,High,4,No,0
517,22,98906,Engineer,PhD,Bengaluru,OnePlus,OnePlus 8,No,,Camera,Medium,2,No,0
518,34,79961,Student,Master,Ahmedabad,Xiaomi,Xiaomi Mi 10,No,,Design;Performance,High,0,No,0
519,25,83413,Doctor,Bachelor,Jaipur,Xiaomi,Xiaomi Mi 10,Yes,2 months,Battery,Medium,3,No,0
520,32,112143,Doctor,Master,Hyderabad,OnePlus,OnePlus 8,Yes,3 months,Price;Performance,Medium,3,No,0
521,29,39716,Student,Master,Hyderabad,Realme,Realme 7,Yes,1 month,Camera;Battery,Medium,1,No,1
522,50,42062,Manager,Master,Pune,Apple,iPhone 12,Yes,1 month,Battery,Low,1,No,1
523,47,104554,Teacher,PhD,Hyderabad,Apple,iPhone XR,No,,Battery,Low,2,No,0
524,58,112606,Teacher,Bachelor,Mumbai,Xiaomi,Xiaomi Redmi 9,No,,Performance,Low,1,Yes,0
525,56,72495,Engineer,Bachelor,Lucknow,Samsung,Samsung S9,No,,Battery,Low,1,No,0
526,47,114294,Engineer,PhD,Lucknow,OnePlus,OnePlus 7,Yes,,Battery;Price,Medium,4,Yes,0
527,29,35409,Sales,PhD,Pune,Samsung,Samsung S20,No,,Design;Performance,Low,4,No,0
528,38,57563,Student,PhD,Delhi,Realme,Realme 7,No,,Design;Camera,Low,0,Yes,0
529,23,111258,Designer,PhD,Delhi,Apple,iPhone 12,No,,Battery;Price,Low,0,Yes,0
530,18,57250,Doctor,Master,Lucknow,Xiaomi,Xiaomi Redmi 9,Yes,6 months,Design;Battery,Low,2,No,1
531,53,53524,Teacher,Bachelor,Mumbai,Realme,Realme 7,No,,Camera;Price,Low,4,Yes,0
532,43,62694,Sales,Bachelor,Ahmedabad,Xiaomi,Xiaomi Redmi 9,Yes,,Battery;Design,Medium,1,No,1
533,35,36256,Manager,Bachelor,Mumbai,Realme,Realme 8,Yes,3 months,Battery;Camera,Medium,2,Yes,1
534,45,46043,Designer,PhD,Mumbai,Samsung,Samsung S9,No,,Design;Battery,Low,2,No,0
535,53,99847,Student,PhD,Delhi,OnePlus,OnePlus 8,No,,Design,Medium,0,Yes,0
536,43,74999,Manager,Master,Kolkata,OnePlus,OnePlus 8,No,,Price;Camera,Medium,1,No,0
537,28,68179,Student,PhD,Mumbai,Realme,Realme 8,No,,Battery;Design,Low,1,Yes,0
538,55,112190,Manager,PhD,Kolkata,OnePlus,OnePlus 9,No,,Camera,Medium,1,Yes,0
539,32,50369,Teacher,Bachelor,Ahmedabad,Apple,iPhone 11,No,,Design,Medium,0,No,0
540,38,54124,Sales,Bachelor,Ahmedabad,Xiaomi,Xiaomi Redmi 9,No,,Performance;Price,Medium,3,Yes,0
541,41,65771,Sales,PhD,Ahmedabad,Realme,Realme 8,No,,Battery;Performance,Low,4,No,0
542,56,85283,Teacher,PhD,Lucknow,Xiaomi,Xiaomi Redmi 9,Yes,2 months,Performance;Design,Medium,1,Yes,1
543,56,63734,Student,PhD,Jaipur,Apple,iPhone 11,No,,Design,Low,4,Yes,0
544,58,64815,Doctor,Master,Lucknow,OnePlus,OnePlus 9,No,,Battery,Low,2,No,0
545,34,106349,Lawyer,Bachelor,Mumbai,Apple,iPhone 11,No,,Performance;Design,Medium,3,No,0
546,30,107400,Designer,Master,Ahmedabad,Apple,iPhone XR,No,,Battery,Medium,0,No,0
547,26,67563,Sales,PhD,Bengaluru,Samsung,Samsung S9,Yes,6 months,Battery,Low,1,No,1
548,50,117858,Student,Master,Chennai,Apple,iPhone XR,No,,Battery;Price,Low,3,Yes,0
549,45,93171,Doctor,Master,Bengaluru,Apple,iPhone XR,No,,Camera;Performance,Medium,4,No,0
550,21,52419,Teacher,PhD,Jaipur,Apple,iPhone 11,No,,Camera;Price,Medium,0,No,0
551,32,40974,Sales,Bachelor,Mumbai,Samsung,Samsung S10,Yes,1 month,Performance;Battery,High,0,Yes,1
552,22,36853,Doctor,PhD,Mumbai,OnePlus,OnePlus 7,No,,Camera,High,0,No,0
553,29,30801,Manager,Master,Kolkata,Apple,iPhone 11,Yes,6 months,Price;Battery,High,4,Yes,1
554,27,76404,Teacher,PhD,Kolkata,OnePlus,OnePlus 9,Yes,,Performance,High,0,Yes,0
555,21,37612,Designer,Master,Hyderabad,Apple,iPhone 12,No,,Battery,Low,4,No,0
556,47,70088,Lawyer,PhD,Delhi,Apple,iPhone 11,No,,Price,Medium,4,Yes,0
557,19,64959,Engineer,Bachelor,Bengaluru,Samsung,Samsung S9,No,,Design;Camera,Medium,1,Yes,0
558,58,89072,Engineer,Master,Delhi,Xiaomi,Xiaomi Redmi 9,No,,Camera,Medium,2,No,0
559,58,44274,Designer,Master,Hyderabad,Apple,iPhone XR,No,,Camera;Price,Medium,4,Yes,0
560,45,30002,Manager,PhD,Kolkata,Samsung,Samsung S9,No,,Price,Low,2,No,0
561,28,36791,Student,PhD,Ahmedabad,Xiaomi,Xiaomi Mi 10,Yes,2 months,Battery;Camera,Medium,3,No,1
562,43,58261,Teacher,Bachelor,Delhi,Xiaomi,Xiaomi Mi 10,Yes,,Price,Medium,4,No,0
563,37,37310,Lawyer,Bachelor,Mumbai,Realme,Realme 8,No,,Performance;Design,Low,4,No,0
564,33,69994,Designer,Bachelor,Mumbai,OnePlus,OnePlus 8,Yes,,Performance,High,0,No,1
565,32,99619,Teacher,Master,Kolkata,Samsung,Samsung S10,Yes,2 months,Design;Price,Low,1,No,0
566,42,109944,Teacher,Bachelor,Delhi,Realme,Realme 7,Yes,,Battery;Price,Medium,2,Yes,0
567,35,77598,Engineer,Master,Bengaluru,Apple,iPhone XR,No,,Battery,High,2,Yes,0
568,46,67134,Manager,PhD,Chennai,Xiaomi,Xiaomi Mi 10,Yes,2 months,Design;Performance,High,2,No,1
569,45,41162,Manager,Bachelor,Kolkata,Xiaomi,Xiaomi Redmi 9,Yes,,Camera,High,0,Yes,1
570,58,103225,Student,Master,Jaipur,Realme,Realme 8,No,,Performance;Price,Medium,3,No,0
571,28,117359,Engineer,Master,Pune,Samsung,Samsung S20,No,,Battery,High,4,Yes,0
572,36,37446,Engineer,Master,Pune,Samsung,Samsung S10,Yes,,Design;Battery,Low,4,Yes,1
573,36,58743,Teacher,Master,Lucknow,OnePlus,OnePlus 9,Yes,3 months,Performance;Price,Low,0,No,0
574,40,31695,Student,PhD,Pune,Xiaomi,Xiaomi Redmi 9,Yes,,Performance,Medium,3,Yes,1
575,27,93294,Designer,Master,Pune,Samsung,Samsung S10,Yes,2 months,Performance;Camera,Medium,0,Yes,0
576,56,118731,Doctor,Bachelor,Delhi,OnePlus,OnePlus 8,No,,Battery,Low,4,No,0
577,57,68699,Doctor,PhD,Lucknow,Apple,iPhone 11,No,,Performance;Price,High,1,Yes,0
578,23,103757,Sales,PhD,Kolkata,Apple,iPhone 12,No,,Price,Medium,4,No,0
579,51,113106,Sales,Master,Chennai,Samsung,Samsung S20,Yes,,Camera;Design,Medium,3,Yes,0
580,55,88905,Teacher,Bachelor,Delhi,OnePlus,OnePlus 7,No,,Camera,Low,4,Yes,0
581,29,88418,Manager,Bachelor,Lucknow,OnePlus,OnePlus 8,No,,Price;Camera,Low,3,Yes,0
582,46,81529,Engineer,PhD,Bengaluru,Apple,iPhone XR,Yes,2 months,Performance;Battery,Medium,4,No,0
583,21,59480,Designer,PhD,Ahmedabad,Apple,iPhone 12,Yes,1 month,Performance;Battery,Medium,2,Yes,0
584,41,60177,Engineer,PhD,Ahmedabad,Samsung,Samsung S20,No,,Battery,Medium,4,Yes,0
585,43,49797,Student,Bachelor,Jaipur,Apple,iPhone XR,No,,Battery;Design,High,1,No,0
586,48,97643,Engineer,PhD,Kolkata,Apple,iPhone XR,No,,Design;Camera,Low,2,Yes,0
587,32,52391,Student,Bachelor,Jaipur,Samsung,Samsung S20,Yes,,Design;Performance,High,1,No,1
588,28,48890,Doctor,Bachelor,Kolkata,Realme,Realme 8,No,,Camera;Battery,Medium,1,Yes,0
589,53,67089,Lawyer,PhD,Lucknow,Apple,iPhone 11,No,,Battery,Medium,0,Yes,0
590,45,64600,Doctor,Bachelor,Mumbai,Samsung,Samsung S20,No,,Price;Camera,Low,0,Yes,0
591,59,74674,Engineer,PhD,Pune,Apple,iPhone XR,Yes,3 months,Price;Battery,Low,1,No,1
592,21,112896,Teacher,Bachelor,Lucknow,Samsung,Samsung S20,Yes,1 month,Price,Low,0,Yes,1
593,44,42501,Teacher,Bachelor,Lucknow,OnePlus,OnePlus 8,No,,Battery;Performance,Medium,4,Yes,0
594,24,119859,Manager,PhD,Jaipur,OnePlus,OnePlus 8,No,,Performance,Low,4,No,0
595,44,56148,Doctor,Bachelor,Bengaluru,Xiaomi,Xiaomi Mi 10,No,,Design;Battery,Low,1,Yes,0
596,45,114416,Student,PhD,Chennai,Apple,iPhone XR,No,,Battery,Low,2,No,0
597,25,68314,Doctor,Master,Jaipur,Samsung,Samsung S20,Yes,3 months,Battery,Medium,1,No,1
598,28,109390,Engineer,Master,Mumbai,Realme,Realme 8,No,,Design,Low,2,Yes,0
599,26,109409,Engineer,PhD,Delhi,Realme,Realme 7,Yes,,Performance;Battery,Medium,4,Yes,0
600,38,87395,Teacher,PhD,Hyderabad,OnePlus,OnePlus 7,Yes,1 month,Camera;Price,Medium,2,No,1
601,20,62430,Teacher,PhD,Pune,Samsung,Samsung S20,Yes,3 months,Battery,Low,4,Yes,1
602,46,77993,Teacher,Bachelor,Pune,OnePlus,OnePlus 7,Yes,,Battery,Low,4,No,1
603,55,34695,Manager,Bachelor,Delhi,Xiaomi,Xiaomi Redmi 9,No,,Design,Medium,0,Yes,0
604,33,116348,Doctor,Bachelor,Delhi,OnePlus,OnePlus 8,No,,Price,High,0,No,0
605,50,53244,Student,Master,Ahmedabad,Apple,iPhone XR,No,,Design,Medium,4,Yes,0
606,50,69159,Designer,PhD,Delhi,Realme,Realme 7,Yes,2 months,Battery;Performance,High,4,No,1
607,51,114932,Engineer,Bachelor,Chennai,Apple,iPhone 11,No,,Price;Design,High,4,Yes,0
608,43,35206,Teacher,Master,Hyderabad,Apple,iPhone XR,No,,Design,Medium,1,Yes,0
609,20,55825,Engineer,Master,Ahmedabad,Samsung,Samsung S9,No,,Battery;Performance,Low,0,No,0
610,38,67030,Lawyer,Master,Chennai,Samsung,Samsung S9,Yes,1 month,Price;Design,High,0,No,1
611,47,94595,Manager,PhD,Bengaluru,Apple,iPhone 11,No,,Battery;Performance,Medium,2,No,0
612,39,113583,Teacher,Master,Bengaluru,Realme,Realme 8,Yes,2 months,Design,High,1,Yes,1
613,31,57657,Lawyer,Master,Hyderabad,OnePlus,OnePlus 7,No,,Battery,High,0,Yes,0
614,34,41179,Engineer,Bachelor,Ahmedabad,Apple,iPhone XR,No,,Design,Low,1,No,0
615,18,110210,Doctor,Bachelor,Ahmedabad,OnePlus,OnePlus 8,No,,Design,Medium,1,No,0
616,56,59455,Sales,PhD,Kolkata,Samsung,Samsung S20,No,,Design,Low,3,No,0
617,29,47040,Designer,PhD,Jaipur,Realme,Realme 8,No,,Battery;Design,Medium,1,Yes,0
618,26,50968,Teacher,Master,Delhi,OnePlus,OnePlus 7,No,,Design;Performance,Low,1,No,0
619,40,113509,Teacher,Bachelor,Jaipur,Apple,iPhone 12,Yes,2 months,Design;Performance,Medium,3,No,1
620,39,57818,Designer,PhD,Mumbai,Samsung,Samsung S9,No,,Performance,High,4,Yes,0
621,47,107061,Engineer,PhD,Chennai,Apple,iPhone 11,No,,Battery,High,2,No,0
622,53,49977,Sales,Bachelor,Chennai,Realme,Realme 7,Yes,,Camera,High,1,No,1
623,55,80624,Designer,Master,Jaipur,OnePlus,OnePlus 9,No,,Battery,High,3,Yes,0
624,30,71632,Designer,Bachelor,Delhi,Xiaomi,Xiaomi Redmi 9,Yes,6 months,Battery;Camera,Low,3,Yes,1
625,48,107078,Manager,Master,Lucknow,Apple,iPhone XR,No,,Design,Low,4,No,0
626,55,94182,Manager,Bachelor,Delhi,OnePlus,OnePlus 9,No,,Design;Battery,Medium,4,No,0
627,36,116555,Lawyer,Master,Ahmedabad,Xiaomi,Xiaomi Redmi 9,Yes,,Price,Low,4,Yes,1
628,29,61368,Student,Bachelor,Kolkata,Samsung,Samsung S10,No,,Performance;Price,Medium,4,Yes,0
629,24,55104,Teacher,Master,Delhi,OnePlus,OnePlus 7,No,,Performance,Medium,1,Yes,0
630,27,89858,Designer,PhD,Bengaluru,Realme,Realme 7,No,,Design;Battery,Low,2,No,0
631,30,61996,Designer,Bachelor,Bengaluru,Realme,Realme 8,No,,Battery;Performance,Low,0,Yes,0
632,50,68031,Sales,Bachelor,Jaipur,Apple,iPhone XR,Yes,3 months,Camera,Low,2,Yes,1
633,35,116240,Engineer,PhD,Chennai,OnePlus,OnePlus 8,No,,Camera,High,1,Yes,0
634,59,30565,Designer,PhD,Bengaluru,OnePlus,OnePlus 7,No,,Price;Design,Low,4,Yes,0
635,18,76978,Designer,Master,Mumbai,Samsung,Samsung S10,Yes,,Design,Medium,2,No,1
636,53,94680,Doctor,Master,Jaipur,Xiaomi,Xiaomi Mi 10,No,,Performance,Medium,2,Yes,0
637,48,75647,Teacher,Bachelor,Ahmedabad,Xiaomi,Xiaomi Redmi 9,Yes,,Performance;Camera,Low,2,No,1
638,34,108798,Doctor,Bachelor,Pune,Xiaomi,Xiaomi Mi 10,No,,Performance;Camera,Medium,2,Yes,0
639,52,39422,Manager,Master,Chennai,Samsung,Samsung S9,Yes,1 month,Battery,High,3,Yes,0
640,59,104034,Manager,PhD,Delhi,Realme,Realme 7,Yes,,Design;Battery,Medium,2,No,0
641,32,89136,Sales,Bachelor,Mumbai,Samsung,Samsung S9,No,,Design,Medium,3,Yes,0
642,34,97619,Manager,Bachelor,Pune,OnePlus,OnePlus 7,No,,Design,Medium,0,Yes,0
643,30,107518,Lawyer,PhD,Lucknow,Samsung,Samsung S9,Yes,3 months,Camera;Price,High,4,Yes,1
644,43,103166,Sales,Master,Bengaluru,Apple,iPhone 12,No,,Design;Camera,Medium,3,No,0
645,46,56411,Designer,PhD,Lucknow,OnePlus,OnePlus 8,Yes,1 month,Performance,High,0,No,0
646,59,89980,Sales,Master,Chennai,Realme,Realme 7,No,,Price;Camera,High,2,Yes,0
647,25,113038,Engineer,Master,Kolkata,Realme,Realme 8,No,,Price;Design,Low,3,Yes,0
648,37,60346,Designer,Bachelor,Lucknow,Samsung,Samsung S20,Yes,,Design,Low,3,No,1
649,25,62705,Doctor,PhD,Kolkata,Apple,iPhone XR,Yes,2 months,Design;Price,Low,1,No,1
650,25,53365,Manager,Master,Bengaluru,Apple,iPhone XR,Yes,,Camera;Performance,Medium,3,Yes,1
651,43,97342,Manager,Bachelor,Chennai,OnePlus,OnePlus 7,No,,Battery,High,3,No,0
652,45,68725,Lawyer,Bachelor,Jaipur,Xiaomi,Xiaomi Redmi 9,No,,Design;Camera,High,0,Yes,0
653,24,37507,Teacher,PhD,Pune,OnePlus,OnePlus 8,No,,Battery;Camera,Low,1,No,0
654,27,104510,Teacher,Bachelor,Jaipur,OnePlus,OnePlus 7,No,,Battery;Design,Medium,1,Yes,0
655,39,98684,Lawyer,Master,Kolkata,Apple,iPhone 12,Yes,,Price;Camera,Medium,2,No,0
656,42,118810,Student,PhD,Lucknow,OnePlus,OnePlus 7,No,,Performance;Price,Low,2,Yes,0
657,39,58690,Teacher,PhD,Jaipur,Xiaomi,Xiaomi Redmi 9,Yes,6 months,Battery;Performance,Medium,0,Yes,1
658,43,118952,Designer,PhD,Pune,Samsung,Samsung S10,No,,Price;Camera,Medium,4,No,0
659,39,47818,Teacher,Master,Lucknow,Realme,Realme 7,Yes,6 months,Performance,High,0,Yes,1
660,21,62543,Lawyer,PhD,Hyderabad,OnePlus,OnePlus 8,No,,Performance;Camera,Medium,0,Yes,0
661,58,47629,Sales,Master,Delhi,OnePlus,OnePlus 8,No,,Design,Medium,3,No,0
662,18,96567,Engineer,PhD,Chennai,Samsung,Samsung S20,Yes,2 months,Performance,High,0,No,1
663,27,78926,Student,Master,Mumbai,Apple,iPhone XR,Yes,2 months,Performance;Battery,Low,2,No,1
664,27,79892,Teacher,Master,Mumbai,Samsung,Samsung S20,No,,Camera,High,4,No,0
665,34,112643,Teacher,PhD,Lucknow,Xiaomi,Xiaomi Redmi 9,No,,Price;Camera,Low,0,Yes,0
666,42,96793,Manager,PhD,Kolkata,OnePlus,OnePlus 8,Yes,3 months,Price,Low,4,No,0
667,21,113029,Teacher,PhD,Mumbai,Apple,iPhone 11,No,,Price;Camera,Medium,4,No,0
668,20,55378,Student,PhD,Pune,Apple,iPhone XR,No,,Battery;Design,Medium,4,Yes,0
669,48,62314,Teacher,PhD,Bengaluru,Apple,iPhone 12,No,,Design,Low,4,No,0
670,26,88031,Teacher,PhD,Ahmedabad,Samsung,Samsung S9,No,,Battery;Price,High,1,No,0
671,29,78700,Teacher,Master,Chennai,Apple,iPhone 11,No,,Price;Battery,High,2,No,0
672,19,59873,Engineer,Bachelor,Delhi,Apple,iPhone XR,No,,Price;Battery,High,2,Yes,0
673,48,54918,Teacher,PhD,Pune,Apple,iPhone XR,No,,Design,High,2,Yes,0
674,44,114787,Sales,Bachelor,Ahmedabad,Samsung,Samsung S10,No,,Design,High,4,No,0
675,59,78817,Designer,PhD,Hyderabad,OnePlus,OnePlus 7,No,,Design,Low,1,No,0
676,48,91807,Sales,Master,Ahmedabad,Apple,iPhone XR,No,,Design,High,2,Yes,0
677,46,113397,Manager,Bachelor,Jaipur,Samsung,Samsung S10,No,,Price;Camera,High,2,Yes,0
678,48,65613,Engineer,PhD,Pune,OnePlus,OnePlus 8,Yes,2 months,Camera,Medium,2,Yes,0
679,48,115013,Student,Bachelor,Jaipur,Xiaomi,Xiaomi Redmi 9,No,,Battery,Low,3,No,0
680,46,53447,Lawyer,PhD,Chennai,Realme,Realme 8,No,,Price,High,4,Yes,0
681,40,99157,Manager,Bachelor,Hyderabad,OnePlus,OnePlus 9,No,,Camera,Medium,2,No,0
682,20,66575,Designer,Master,Lucknow,OnePlus,OnePlus 8,Yes,1 month,Battery,Low,2,Yes,1
683,49,85255,Student,Master,Bengaluru,Xiaomi,Xiaomi Mi 10,No,,Battery;Design,Medium,1,Yes,0
684,50,67805,Doctor,Master,Mumbai,Apple,iPhone 12,No,,Battery,High,0,Yes,0
685,41,73663,Lawyer,Bachelor,Delhi,Realme,Realme 7,No,,Design;Performance,Medium,2,No,0
686,23,55568,Student,Master,Hyderabad,Realme,Realme 8,No,,Price,Medium,4,Yes,0
687,30,111943,Sales,Bachelor,Chennai,Realme,Realme 7,Yes,2 months,Price;Battery,High,2,Yes,1
688,41,90692,Engineer,PhD,Mumbai,Samsung,Samsung S20,No,,Performance,High,4,Yes,0
689,39,61127,Designer,Bachelor,Chennai,OnePlus,OnePlus 8,No,,Performance,Low,0,Yes,0
690,52,75971,Sales,Bachelor,Bengaluru,Xiaomi,Xiaomi Mi 10,No,,Performance,High,4,No,0
691,56,36050,Engineer,PhD,Jaipur,Realme,Realme 7,Yes,2 months,Design;Price,Medium,3,No,0
692,57,90422,Student,Master,Hyderabad,Xiaomi,Xiaomi Redmi 9,Yes,,Performance,Low,1,No,1
693,21,43782,Designer,Bachelor,Chennai,Xiaomi,Xiaomi Redmi 9,No,,Battery,Low,3,No,0
694,28,53259,Lawyer,Bachelor,Kolkata,Xiaomi,Xiaomi Redmi 9,Yes,,Performance,Medium,3,Yes,1
695,20,53880,Student,PhD,Mumbai,Samsung,Samsung S20,Yes,,Battery,High,2,No,1
696,28,81364,Engineer,Bachelor,Mumbai,Samsung,Samsung S20,Yes,6 months,Price;Design,Medium,2,Yes,1
697,37,91032,Sales,PhD,Chennai,Realme,Realme 7,No,,Design,Low,4,Yes,0
698,45,92904,Manager,PhD,Pune,Xiaomi,Xiaomi Mi 10,No,,Price,Medium,1,Yes,0
699,50,57301,Lawyer,Bachelor,Bengaluru,OnePlus,OnePlus 9,No,,Performance,Medium,4,No,0
700,26,35239,Designer,PhD,Mumbai,Xiaomi,Xiaomi Mi 10,Yes,2 months,Camera,Medium,4,Yes,0
701,43,117695,Teacher,Bachelor,Pune,OnePlus,OnePlus 9,No,,Camera,High,2,No,0
702,32,102790,Sales,Master,Bengaluru,Xiaomi,Xiaomi Mi 10,Yes,6 months,Camera;Battery,Medium,2,No,1
703,54,85894,Student,Bachelor,Mumbai,Apple,iPhone 12,Yes,1 month,Performance,High,1,Yes,1
704,34,78217,Manager,PhD,Ahmedabad,Xiaomi,Xiaomi Mi 10,No,,Design;Price,High,0,Yes,0
705,54,31626,Lawyer,PhD,Kolkata,OnePlus,OnePlus 7,No,,Performance;Price,High,0,Yes,0
706,45,109012,Lawyer,Bachelor,Hyderabad,Samsung,Samsung S9,No,,Performance;Design,Medium,1,Yes,0
707,30,63370,Lawyer,Master,Ahmedabad,Xiaomi,Xiaomi Mi 10,Yes,6 months,Battery;Performance,Low,2,Yes,1
708,19,45932,Manager,Bachelor,Hyderabad,Xiaomi,Xiaomi Redmi 9,No,,Design,Low,3,No,0
709,27,93042,Student,Master,Ahmedabad,Samsung,Samsung S10,No,,Performance,Low,2,No,0
710,18,92028,Designer,Master,Jaipur,Samsung,Samsung S20,Yes,2 months,Camera;Battery,Low,1,Yes,1
711,31,78043,Sales,Master,Hyderabad,Xiaomi,Xiaomi Mi 10,Yes,3 months,Performance,Low,1,No,1
712,55,108047,Lawyer,Master,Hyderabad,Apple,iPhone XR,Yes,,Camera;Design,Medium,3,Yes,0
713,57,67921,Student,Bachelor,Delhi,OnePlus,OnePlus 8,Yes,,Design;Battery,Medium,2,Yes,1
714,23,97439,Lawyer,PhD,Kolkata,Apple,iPhone 12,Yes,6 months,Performance;Battery,Medium,1,No,1
715,30,31949,Designer,Bachelor,Jaipur,Xiaomi,Xiaomi Redmi 9,No,,Performance;Price,Low,4,No,0
716,35,44456,Lawyer,Bachelor,Lucknow,Realme,Realme 7,No,,Performance,High,4,Yes,0
717,45,116760,Doctor,PhD,Lucknow,Apple,iPhone 11,No,,Performance;Design,Low,3,No,0
718,40,40129,Manager,PhD,Pune,Realme,Realme 7,No,,Camera,High,4,No,0
719,59,60552,Engineer,Bachelor,Lucknow,Xiaomi,Xiaomi Redmi 9,Yes,1 month,Camera;Design,Medium,3,Yes,1
720,31,45008,Sales,Bachelor,Delhi,Xiaomi,Xiaomi Redmi 9,Yes,3 months,Camera;Design,Medium,4,No,1
721,43,106215,Doctor,Master,Lucknow,Samsung,Samsung S9,No,,Performance;Battery,Medium,2,No,0
722,33,101160,Doctor,PhD,Mumbai,Apple,iPhone 12,No,,Design,High,1,No,0
723,57,74732,Lawyer,Bachelor,Pune,Xiaomi,Xiaomi Redmi 9,No,,Design,Medium,2,No,0
724,48,43280,Lawyer,Master,Delhi,Apple,iPhone 12,No,,Camera,High,1,Yes,0
725,32,34830,Manager,Bachelor,Lucknow,Realme,Realme 7,No,,Performance,Medium,2,No,0
726,21,66572,Sales,Bachelor,Kolkata,Realme,Realme 8,Yes,,Battery;Performance,High,1,No,1
727,48,47997,Manager,Master,Chennai,Samsung,Samsung S20,Yes,2 months,Camera,High,4,No,1
728,49,46292,Teacher,PhD,Mumbai,Samsung,Samsung S20,No,,Battery,Low,0,Yes,0
729,31,33216,Engineer,PhD,Mumbai,Samsung,Samsung S9,Yes,,Price;Design,Medium,2,No,1
730,21,46979,Manager,Master,Jaipur,Apple,iPhone 11,Yes,1 month,Camera,Medium,0,Yes,1
731,33,48677,Engineer,Master,Lucknow,Samsung,Samsung S10,Yes,,Design;Battery,Medium,3,No,1
732,27,96351,Sales,PhD,Pune,Samsung,Samsung S9,No,,Battery;Camera,High,3,No,0
733,57,59158,Doctor,Master,Kolkata,Realme,Realme 8,Yes,1 month,Battery;Performance,Low,2,Yes,0
734,29,73158,Sales,PhD,Mumbai,Samsung,Samsung S9,Yes,6 months,Performance;Battery,High,0,Yes,0
735,49,58180,Lawyer,Master,Chennai,Apple,iPhone 12,Yes,6 months,Camera,Medium,3,Yes,1
736,40,83061,Lawyer,Master,Ahmedabad,Samsung,Samsung S9,No,,Performance,Medium,2,Yes,0
737,44,64607,Lawyer,Master,Bengaluru,OnePlus,OnePlus 9,No,,Price;Camera,High,0,No,0
738,28,92601,Lawyer,PhD,Lucknow,Xiaomi,Xiaomi Redmi 9,Yes,,Camera,Medium,1,Yes,0
739,44,90817,Lawyer,Master,Lucknow,Apple,iPhone XR,Yes,2 months,Camera;Battery,Medium,4,No,0
740,59,116569,Student,Bachelor,Hyderabad,Realme,Realme 8,Yes,,Price,High,1,No,1
741,34,117739,Manager,Bachelor,Lucknow,Samsung,Samsung S20,Yes,2 months,Design,Low,2,No,1
742,54,105481,Sales,PhD,Ahmedabad,Realme,Realme 8,Yes,2 months,Price,High,2,Yes,1
743,18,36655,Sales,PhD,Hyderabad,Apple,iPhone XR,No,,Camera,Medium,3,No,0
744,31,96178,Engineer,Bachelor,Pune,OnePlus,OnePlus 8,No,,Price,High,4,Yes,0
745,49,113402,Lawyer,Master,Ahmedabad,OnePlus,OnePlus 9,Yes,,Design;Performance,Low,2,No,1
746,23,41519,Student,PhD,Jaipur,Samsung,Samsung S10,Yes,,Camera,Low,2,Yes,1
747,30,77445,Manager,PhD,Kolkata,Xiaomi,Xiaomi Redmi 9,Yes,3 months,Price,High,3,No,1
748,46,36574,Doctor,PhD,Lucknow,Xiaomi,Xiaomi Mi 10,Yes,,Battery;Design,Medium,1,No,0
749,36,52191,Designer,Bachelor,Lucknow,Apple,iPhone 11,No,,Price,Low,0,Yes,0
750,23,103551,Designer,Master,Chennai,Samsung,Samsung S10,No,,Price,Low,4,No,0
751,35,91344,Designer,PhD,Kolkata,Samsung,Samsung S9,No,,Design;Battery,High,4,No,0
752,25,108948,Doctor,Master,Pune,Xiaomi,Xiaomi Mi 10,Yes,3 months,Performance;Camera,Medium,3,No,1
753,34,51946,Designer,PhD,Hyderabad,Apple,iPhone 12,No,,Performance;Camera,Low,2,Yes,0
754,31,43733,Lawyer,PhD,Mumbai,OnePlus,OnePlus 9,No,,Price,Low,1,No,0
755,21,40807,Designer,PhD,Jaipur,Samsung,Samsung S20,Yes,,Price;Battery,High,2,Yes,0
756,18,68745,Student,Bachelor,Lucknow,Samsung,Samsung S20,Yes,,Design,Medium,4,Yes,1
